record_id,agency,category,brand_exact,product_exact,agency_status_exact,certification_or_symbol,certification_recorded,symbol_required_for_approval,physical_symbol_independently_observed,in_list_1_approved_only_when_bearing_symbol,in_list_2,in_list_3,in_list_4,conditions_exact,plain_language_explanation,official_source_url,source_location,checked_date,verification_status
STARK-item-X9ZIXRVQ,STAR-K,Beer,Bio Winter Bock,Bio Winter Bock,Approved,OK,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OK.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-X9ZIXRVQ,"STAR-K all_liquor listing, item block item-X9ZIXRVQ (imported row index 318)",2026-08-11,verified_against_current_official_source
STARK-item-1SU6RVIA,STAR-K,Beer,Blue Moon,1st Peach Wheat,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-1SU6RVIA,"STAR-K all_liquor listing, item block item-1SU6RVIA (imported row index 334)",2026-08-11,verified_against_current_official_source
STARK-item-23SY7WC3,STAR-K,Beer,Blue Moon,2nd Anniversary Blend,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-23SY7WC3,"STAR-K all_liquor listing, item block item-23SY7WC3 (imported row index 335)",2026-08-11,verified_against_current_official_source
STARK-item-3CQSLY7U,STAR-K,Beer,Blue Moon,5 Alive IPA,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-3CQSLY7U,"STAR-K all_liquor listing, item block item-3CQSLY7U (imported row index 336)",2026-08-11,verified_against_current_official_source
STARK-item-RZVTK85M,STAR-K,Beer,Blue Moon,Ale-Belgian White,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-RZVTK85M,"STAR-K all_liquor listing, item block item-RZVTK85M (imported row index 337)",2026-08-11,verified_against_current_official_source
STARK-item-S0TMZ0YE,STAR-K,Beer,Blue Moon,Artisan Ale,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-S0TMZ0YE,"STAR-K all_liquor listing, item block item-S0TMZ0YE (imported row index 338)",2026-08-11,verified_against_current_official_source
STARK-item-UJRGEBR7,STAR-K,Beer,Blue Moon,Azaca Brut IPA,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-UJRGEBR7,"STAR-K all_liquor listing, item block item-UJRGEBR7 (imported row index 339)",2026-08-11,verified_against_current_official_source
STARK-item-VTO0TDLY,STAR-K,Beer,Blue Moon,Banana Porter,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-VTO0TDLY,"STAR-K all_liquor listing, item block item-VTO0TDLY (imported row index 340)",2026-08-11,verified_against_current_official_source
STARK-item-W4M30FFQ,STAR-K,Beer,Blue Moon,Barrel Aged Strawberry Dopplebock,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-W4M30FFQ,"STAR-K all_liquor listing, item block item-W4M30FFQ (imported row index 341)",2026-08-11,verified_against_current_official_source
STARK-item-XDKWOG0I,STAR-K,Beer,Blue Moon,Batch 19,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-XDKWOG0I,"STAR-K all_liquor listing, item block item-XDKWOG0I (imported row index 342)",2026-08-11,verified_against_current_official_source
STARK-item-ZNIP4I3A,STAR-K,Beer,Blue Moon,Beckenbauer German Export Lager,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-ZNIP4I3A,"STAR-K all_liquor listing, item block item-ZNIP4I3A (imported row index 343)",2026-08-11,verified_against_current_official_source
STARK-item-1XGJIKW3,STAR-K,Beer,Blue Moon,Belgian White Ale,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-1XGJIKW3,"STAR-K all_liquor listing, item block item-1XGJIKW3 (imported row index 344)",2026-08-11,verified_against_current_official_source
STARK-item-27DCXMQU,STAR-K,Beer,Blue Moon,Belgian White Ale,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-27DCXMQU,"STAR-K all_liquor listing, item block item-27DCXMQU (imported row index 345)",2026-08-11,verified_against_current_official_source
STARK-item-4GB6COKM,STAR-K,Beer,Blue Moon,Belgian White RiNo,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-4GB6COKM,"STAR-K all_liquor listing, item block item-4GB6COKM (imported row index 346)",2026-08-11,verified_against_current_official_source
STARK-item-R5G7BXIE,STAR-K,Beer,Blue Moon,Belly Slide,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-R5G7BXIE,"STAR-K all_liquor listing, item block item-R5G7BXIE (imported row index 347)",2026-08-11,verified_against_current_official_source
STARK-item-TEE1QYB7,STAR-K,Beer,Blue Moon,Birthday Cake Barleywine,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-TEE1QYB7,"STAR-K all_liquor listing, item block item-TEE1QYB7 (imported row index 348)",2026-08-11,verified_against_current_official_source
STARK-item-UNCT616Y,STAR-K,Beer,Blue Moon,Blackberry Tart Ale,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-UNCT616Y,"STAR-K all_liquor listing, item block item-UNCT616Y (imported row index 349)",2026-08-11,verified_against_current_official_source
STARK-item-VXANK3ZQ,STAR-K,Beer,Blue Moon,Blackberry Vienna,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-VXANK3ZQ,"STAR-K all_liquor listing, item block item-VXANK3ZQ (imported row index 350)",2026-08-11,verified_against_current_official_source
STARK-item-W89GZ5TI,STAR-K,Beer,Blue Moon,Blood Orange Moon,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-W89GZ5TI,"STAR-K all_liquor listing, item block item-W89GZ5TI (imported row index 351)",2026-08-11,verified_against_current_official_source
STARK-item-YH6AE7MA,STAR-K,Beer,Blue Moon,Blood Orange Pale Ale,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-YH6AE7MA,"STAR-K all_liquor listing, item block item-YH6AE7MA (imported row index 352)",2026-08-11,verified_against_current_official_source
STARK-item-ZR44T9G3,STAR-K,Beer,Blue Moon,Blue Baer,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-ZR44T9G3,"STAR-K all_liquor listing, item block item-ZR44T9G3 (imported row index 353)",2026-08-11,verified_against_current_official_source
STARK-item-122W90AU,STAR-K,Beer,Blue Moon,Blue Moon Winter Wheat,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-122W90AU,"STAR-K all_liquor listing, item block item-122W90AU (imported row index 354)",2026-08-11,verified_against_current_official_source
STARK-item-2BZQNB5M,STAR-K,Beer,Blue Moon,Blueberry Berliner,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-2BZQNB5M,"STAR-K all_liquor listing, item block item-2BZQNB5M (imported row index 355)",2026-08-11,verified_against_current_official_source
STARK-item-4LXJ3DYE,STAR-K,Beer,Blue Moon,Boho Dark Lager,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-4LXJ3DYE,"STAR-K all_liquor listing, item block item-4LXJ3DYE (imported row index 356)",2026-08-11,verified_against_current_official_source
STARK-item-ZWPHKXUU,STAR-K,Beer,Blue Moon,CL Smoothie,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-ZWPHKXUU,"STAR-K all_liquor listing, item block item-ZWPHKXUU (imported row index 357)",2026-08-11,verified_against_current_official_source
STARK-item-R93K3MV7,STAR-K,Beer,Blue Moon,Cancer Can Go To Helles,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-R93K3MV7,"STAR-K all_liquor listing, item block item-R93K3MV7 (imported row index 358)",2026-08-11,verified_against_current_official_source
STARK-item-TI1EHOPY,STAR-K,Beer,Blue Moon,Carrot Orange Lager,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-TI1EHOPY,"STAR-K all_liquor listing, item block item-TI1EHOPY (imported row index 359)",2026-08-11,verified_against_current_official_source
STARK-item-USX8WQJQ,STAR-K,Beer,Blue Moon,Champagne Moon,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-USX8WQJQ,"STAR-K all_liquor listing, item block item-USX8WQJQ (imported row index 360)",2026-08-11,verified_against_current_official_source
STARK-item-V3V1BRDI,STAR-K,Beer,Blue Moon,Chardonnay All Day,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-V3V1BRDI,"STAR-K all_liquor listing, item block item-V3V1BRDI (imported row index 361)",2026-08-11,verified_against_current_official_source
STARK-item-WCTUQT7A,STAR-K,Beer,Blue Moon,Chile Golden Ale,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-WCTUQT7A,"STAR-K all_liquor listing, item block item-WCTUQT7A (imported row index 362)",2026-08-11,verified_against_current_official_source
STARK-item-YMRN6V13,STAR-K,Beer,Blue Moon,Cinnamon Horchata,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-YMRN6V13,"STAR-K all_liquor listing, item block item-YMRN6V13 (imported row index 363)",2026-08-11,verified_against_current_official_source
STARK-item-17MAZZOM,STAR-K,Beer,Blue Moon,Colorado Brut IPA,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-17MAZZOM,"STAR-K all_liquor listing, item block item-17MAZZOM (imported row index 364)",2026-08-11,verified_against_current_official_source
STARK-item-3GK5E2IE,STAR-K,Beer,Blue Moon,Cranberry Lavender Blonde,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-3GK5E2IE,"STAR-K all_liquor listing, item block item-3GK5E2IE (imported row index 365)",2026-08-11,verified_against_current_official_source
STARK-item-4QIXT3B7,STAR-K,Beer,Blue Moon,Crazy Hazy IPA,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-4QIXT3B7,"STAR-K all_liquor listing, item block item-4QIXT3B7 (imported row index 366)",2026-08-11,verified_against_current_official_source
STARK-item-RDNYSB0Y,STAR-K,Beer,Blue Moon,Crikey Australian IPA,Approved,OU,True,,no_evidence,False,True,False,False,,STAR-K approves this beer and records it as Certified By OU.,https://www.star-k.org/resource/list/W56J90P5/all_liquor#item-RDNYSB0Y,"STAR-K all_liquor listing, item block item-RDNYSB0Y (imported row index 367)",2026-08-11,verified_against_current_official_source
